Site,Lab ID,Field ID ,Field Date,Reach,Transect,Source of Production,Method,Life Stage,Order,Family,Genus,Common Name ,Functional Group ,Length ,a ,b ,Weight,ID Date,Processor,QA/QC,Notes
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,5,0.0051,2.32,0.213393205,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,3,0.0051,2.32,0.065236625,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,3,0.0074,2.879,0.174929805,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,5,0.0074,2.879,0.761318463,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,3,0.0074,2.879,0.174929805,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,3,0.0074,2.879,0.174929805,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,5,0.0074,2.879,0.761318463,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,3,0.0074,2.879,0.174929805,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,3,0.0074,2.879,0.174929805,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Nemouridae,NA,Little brown stonefly,Shredder,3,0.0056,2.762,0.116411781,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Nemouridae,NA,Little brown stonefly,Shredder,3,0.0056,2.762,0.116411781,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Nemouridae,NA,Little brown stonefly,Shredder,3,0.0056,2.762,0.116411781,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Nemouridae,NA,Little brown stonefly,Shredder,3,0.0056,2.762,0.116411781,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Nemouridae,NA,Little brown stonefly,Shredder,4,0.0056,2.762,0.257678227,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,4,0.0065,2.724,0.28374275,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,3,0.0065,2.724,0.129596017,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,4,0.0065,2.724,0.28374275,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,3,0.0065,2.724,0.129596017,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,2,0.0065,2.724,0.042945639,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,3,0.0065,2.724,0.129596017,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,2,0.0065,2.724,0.042945639,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,3,0.0065,2.724,0.129596017,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,2,0.0065,2.724,0.042945639,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Nemouridae,NA,Little brown stonefly,Shredder,4,0.0056,2.762,0.257678227,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Nemouridae,NA,Little brown stonefly,Shredder,3,0.0056,2.762,0.116411781,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,6,0.0513,2.669,6.123546956,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,11,0.0513,2.669,30.87410962,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,8,0.0513,2.669,13.19667558,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,7,0.0513,2.669,9.240256648,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,7,0.0513,2.669,9.240256648,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,7,0.0513,2.669,9.240256648,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,6,0.0513,2.669,6.123546956,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,7,0.0513,2.669,9.240256648,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,4,0.0513,2.669,2.074987486,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,5,0.0074,2.879,0.761318463,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,5,0.0074,2.879,0.761318463,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,4,0.0074,2.879,0.400463035,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle ,Collector-Gatherer,2,0.0074,2.879,0.054437363,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,2,0.0051,2.32,0.025465943,3.12.2026,NB,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,7,0.0051,2.32,0.46579801,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,5,0.0051,2.32,0.213393205,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,5,0.0051,2.32,0.213393205,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,3,0.0051,2.32,0.065236625,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,5,0.0051,2.32,0.213393205,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,6,0.0051,2.32,0.325747489,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,5,0.0051,2.32,0.213393205,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,3,0.0051,2.32,0.065236625,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,2,0.0051,2.32,0.025465943,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,5,0.0051,2.32,0.213393205,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,6,0.0051,2.32,0.325747489,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,6,0.0051,2.32,0.325747489,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,2,0.0051,2.32,0.025465943,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,5,0.0051,2.32,0.213393205,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,5,0.0051,2.32,0.213393205,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,3,0.0051,2.32,0.065236625,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,2,0.0051,2.32,0.025465943,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,5,0.0051,2.32,0.213393205,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,5,0.0051,2.32,0.213393205,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,5,0.0051,2.32,0.213393205,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,3,0.0051,2.32,0.065236625,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Adult,Diptera,Chironomidae,NA,midge,Collector-Filterer,3,0.006,3.05,0.171147704,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Adult,Diptera,Chironomidae,NA,midge,Collector-Filterer,3,0.006,3.05,0.171147704,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Adult,Diptera,Chironomidae,NA,midge,Collector-Filterer,3,0.006,3.05,0.171147704,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Adult,Diptera,Chironomidae,NA,midge,Collector-Filterer,6,0.006,3.05,1.417465718,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Adult,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.006,3.05,0.41156101,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Adult,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.006,3.05,0.41156101,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Adult,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.006,3.05,0.41156101,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Adult,Diptera,Chironomidae,NA,midge,Collector-Filterer,3,0.006,3.05,0.171147704,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,4,0.0051,2.32,0.127159659,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,midge,Collector-Filterer,2,0.0051,2.32,0.025465943,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,5,0.002,3.011,0.254465365,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,3,0.002,3.011,0.054656535,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,4,0.002,3.011,0.129966861,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,5,0.002,3.011,0.254465365,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,3,0.002,3.011,0.054656535,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Larvae,Diptera,Simuliidae,NA,Black fly,Collector-Filterer,2,0.002,3.011,0.01612246,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Ephemeroptera,Baetidae,NA,Small minnow mayfly ,Collector-Gatherer,6,0.0053,2.87,0.906922044,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Ephemeroptera,Baetidae,NA,Small minnow mayfly ,Collector-Gatherer,4,0.0053,2.87,0.283261822,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Ephemeroptera,Baetidae,NA,Small minnow mayfly ,Collector-Gatherer,3,0.0053,2.87,0.124054885,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Ephemeroptera,Baetidae,NA,Small minnow mayfly ,Collector-Gatherer,4,0.0053,2.87,0.283261822,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Perlidae,NA,Golden stonefly ,Predator,3,0.0099,2.879,0.234027712,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,2,0.0065,2.724,0.042945639,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,2,0.0056,2.762,0.037986814,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,2,0.0056,2.762,0.037986814,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,3,0.0056,2.762,0.116411781,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,4,0.0065,2.724,0.28374275,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Perlidae,NA,Golden stonefly ,Predator,2,0.0099,2.879,0.072828364,3.13.2026,BG,BG,
FTC,2SUR3.7/8/2025,R2T3Surber,7.8.2025,2,3,Aquatic,Surber,Nymph,Plecoptera,Nemouridae,NA,Little brown stonefly,Shredder,2,0.0056,2.762,0.037986814,3.13.2026,BG,BG,
